"gene","logFC_baseline","FDR_baseline","logFC_adjusted","FDR_adjusted","sig_baseline","sig_adjusted"
"NTSR1",-0.170849534917938,0.333616845342435,-0.115655773821702,0.488398968702074,FALSE,FALSE
"CPSF4",-0.0328575550458869,0.333711890503688,-0.0209224297166258,0.503777423178445,FALSE,FALSE
"ZNF879",-0.0679430441473863,0.333752766690567,-0.0875407588298395,0.17983271348675,FALSE,FALSE
"CIB2",0.0782951938271745,0.333840521301739,0.0911563695551702,0.19277529354116,FALSE,FALSE
"GORAB",-0.0960521393930073,0.334242636324225,-0.136959344605286,0.135142583143137,FALSE,FALSE
"TRAV14DV4",-0.082012129331378,0.334301801798595,-0.0765582053039991,0.361353069559828,FALSE,FALSE
"SUMO2P3",0.0641648052131498,0.334364557765507,0.0851652771694728,0.154286905420808,FALSE,FALSE
"EMSY",-0.0582050545093759,0.334636364226534,-0.05849034607524,0.266307827497994,FALSE,FALSE
"NCBP1",-0.0363970059961836,0.334636364226534,-0.0458163607931704,0.196369771439378,FALSE,FALSE
"OGG1",-0.031927855905773,0.334906486979466,-0.0247501336413956,0.431038643667945,FALSE,FALSE
"SCFD1",0.0449689376280232,0.334906486979466,0.00318516776275608,0.949247811521755,FALSE,FALSE
"CCDC18-AS1",-0.0659306422576722,0.334906486979466,-0.0630146655084916,0.349465112465961,FALSE,FALSE
"PAK1IP1",-0.0536964642205618,0.335130485237834,-0.074217243225941,0.13864597479484,FALSE,FALSE
"PSMC3IP",-0.0513026061876515,0.335214226478205,-0.0502126107791689,0.312284798784792,FALSE,FALSE
"NUAK1",-0.178090554215641,0.335238920030612,-0.178492232355454,0.30422865048941,FALSE,FALSE
"HRK",-0.158997539143079,0.335601669723016,-0.086613004886341,0.605431400752809,FALSE,FALSE
"SUMO2P6",0.0671541377624854,0.335609254425876,0.0414569704035363,0.539432556030418,FALSE,FALSE
"DENND10P1",0.0654870371283416,0.33568097791675,0.0845515286621665,0.165745878484623,FALSE,FALSE
"TRAV39",-0.0949712537580607,0.335886863275787,-0.0930410737987472,0.334059189365798,FALSE,FALSE
"RPL39",0.192716179266231,0.335886863275787,0.0144007655324265,0.942325116127719,FALSE,FALSE
"SLC6A8",0.178551763907158,0.335900959282397,0.207559134264533,0.246085647287095,FALSE,FALSE
"ZNF581",0.0646886982852759,0.335961380905597,0.0965301637914057,0.0811332287864854,FALSE,FALSE
"DOT1L",-0.0405882325882372,0.336160927085654,-0.018898328997063,0.633593440322171,FALSE,FALSE
"AATK",0.113143856445957,0.336253636190013,0.113207636832333,0.275112927186035,FALSE,FALSE
"SIK3",0.0510119453814238,0.336446531770954,0.0606982170581228,0.13412790551532,FALSE,FALSE
"PMS2P1",-0.0456444769404259,0.336543295450252,-0.0617931664738738,0.139376336811045,FALSE,FALSE
"LOXHD1",0.135849807591505,0.336720651179025,0.153858352101048,0.228112455585718,FALSE,FALSE
"POM121B",-0.0872290785011133,0.336787306307515,-0.0552025238685943,0.4962053349505,FALSE,FALSE
"C1QL3",-0.165611223563572,0.336877786356863,-0.139593716345275,0.400476148515035,FALSE,FALSE
"MT-CO1",0.0877722408901063,0.3371806645841,0.0928679390797258,0.292288796385269,FALSE,FALSE
"TSEN15",-0.0514931050759229,0.33724701022793,-0.0763189345922543,0.11165416869356,FALSE,FALSE
"FAHD1",0.0489239748191389,0.337503864754127,0.0255673417134795,0.615706219049976,FALSE,FALSE
"CBX1",-0.0387932863454001,0.337627224394212,-0.0466694255889071,0.144759812306543,FALSE,FALSE
"RBM4",-0.0336542767094986,0.337694111811118,-0.0467021209750344,0.140438726993588,FALSE,FALSE
"SNAP23",0.0629539919897356,0.337866085540658,0.0589616519816228,0.282884901265051,FALSE,FALSE
"LINC01138",0.0451051078647774,0.338166797328836,0.0286788555770662,0.535298378333563,FALSE,FALSE
"SNW1",0.0325006055817665,0.33823860283118,0.0204947237843289,0.525062757848647,FALSE,FALSE
"OARD1",-0.0421952760225679,0.33823860283118,-0.0757842955604981,0.0317838154321474,FALSE,FALSE
"RBSN",-0.0251462566718811,0.33823860283118,-0.0270882944776611,0.269617054178631,FALSE,FALSE
"C11orf58",0.0655386641685945,0.33823860283118,-0.00953678586433201,0.888249752099828,FALSE,FALSE
"SMC3P1",-0.0603137918476595,0.338301983919243,-0.0900121164522368,0.120545965861635,FALSE,FALSE
"BHLHE40-AS1",-0.0745712058827128,0.338301983919243,-0.0971010073415453,0.177867246893851,FALSE,FALSE
"IGKV3-15",0.138226588018361,0.338301983919243,0.170115295792614,0.203838659319297,FALSE,FALSE
"PIP4K2C",0.0356859936992655,0.338307681993532,0.043657817046054,0.15509612714904,FALSE,FALSE
"GRPEL1",0.0262731772072126,0.338500790627217,0.0182956460354739,0.494256724882104,FALSE,FALSE
"ZNF611",-0.0567873165939702,0.338905585020856,-0.0659557135781536,0.24073724481937,FALSE,FALSE
"TIMM10B",-0.0290313121710245,0.339022234088249,-0.0396362933278963,0.144759812306543,FALSE,FALSE
"ZBTB48",0.049643418082468,0.339071620432677,0.0537455925664604,0.279327410299498,FALSE,FALSE
"RB1",0.0826449497461541,0.339071620432677,0.0629162385914646,0.46229684555906,FALSE,FALSE
"MFAP1",0.0454402116901228,0.339071620432677,0.0349171809862896,0.367978095753373,FALSE,FALSE
"CTDSPL",0.121285503124894,0.339238302933034,0.117808953851006,0.33990099366263,FALSE,FALSE
"BZW1",0.054938849261954,0.339251788960847,0.0263870128009326,0.650835829382508,FALSE,FALSE
"MMUT",-0.042033795151148,0.339470286640927,-0.0534271063763436,0.194640387374417,FALSE,FALSE
"RMND1",0.0414032903442477,0.339834092116878,0.0156857488825378,0.69158181674288,FALSE,FALSE
"KCNC3",0.0728658050750208,0.339847343585246,0.0909276006650217,0.198145958459223,FALSE,FALSE
"LBX2",-0.107973350940799,0.340189108078828,-0.107584508383158,0.318713255130708,FALSE,FALSE
"DTD1",0.0407819509208702,0.3401962693834,0.0267735723273952,0.522424736383396,FALSE,FALSE
"ZDHHC20",0.0950382380870348,0.3401962693834,0.0599544033684256,0.556346899687168,FALSE,FALSE
"LINC01624",0.0869046204668843,0.3401962693834,0.108355686672171,0.204063544967181,FALSE,FALSE
"EME2",-0.0524227036152439,0.340204346839419,-0.0390344319885867,0.452785535379593,FALSE,FALSE
"CTNNAL1",0.143357455850809,0.340205604250805,0.0864465749956391,0.559716032243627,FALSE,FALSE
"ZBTB47",0.0784408813341633,0.34035545989106,0.100901272432743,0.16669072035323,FALSE,FALSE
"ZNF137P",-0.082879559009502,0.34035545989106,-0.0923500128095764,0.266612964856087,FALSE,FALSE
"BCR",-0.0526366442158945,0.34035545989106,-0.0380156692791476,0.464240254378564,FALSE,FALSE
"ST8SIA6",0.0902207192358393,0.340384570186241,0.0571707473167345,0.547993883182467,FALSE,FALSE
"DTYMK",-0.0480298774389819,0.340425919439752,-0.0403836804819682,0.357496989151348,FALSE,FALSE
"ACOX3",0.0445732114332489,0.340624107972292,0.060626960858417,0.143438556012036,FALSE,FALSE
"BCDIN3D-AS1",-0.0776353845943259,0.341064145632753,-0.0899460799236141,0.240914011704469,FALSE,FALSE
"EFR3A",0.0802237029298815,0.341064145632753,0.0532298292750645,0.526338558139015,FALSE,FALSE
"EPS8L2",-0.0619601320575254,0.34177629991868,-0.0450656030039997,0.451840195382616,FALSE,FALSE
"ZNF721",-0.101228561648393,0.341890786176399,-0.14126924890324,0.155113455084249,FALSE,FALSE
"LINC00654",-0.0963181973726776,0.342038037335785,-0.0784861855464827,0.415642016117497,FALSE,FALSE
"TMPRSS13",0.0494838866735097,0.342075489553284,0.0610126926136237,0.187709343005154,FALSE,FALSE
"IGKV3-7",0.148085165267012,0.342075489553284,0.178362242954408,0.22381999734549,FALSE,FALSE
"GPBP1",0.0660332095860461,0.342333799056863,0.0311486495086181,0.661787774127163,FALSE,FALSE
"NBPF25P",0.0597697422930441,0.342333799056863,0.0544871667871242,0.379210586038065,FALSE,FALSE
"KDM6A",0.0749983135586,0.342858557988483,0.0549406380040731,0.329287541625253,FALSE,FALSE
"GGTA1",0.0922538897838164,0.343030815781406,0.0520717840534546,0.582955649962288,FALSE,FALSE
"RPL23",0.168435158989987,0.343033893139023,-0.0863629364058504,0.582175893208576,FALSE,FALSE
"TCEA1",0.070053289771931,0.343096878899829,0.0114114886497375,0.888249752099828,FALSE,FALSE
"RGS18",0.124154477007151,0.343458355229347,0.038667659644026,0.783611999667794,FALSE,FALSE
"TFRC",0.0636216097792556,0.343458355229347,0.0382777833270412,0.558473956342971,FALSE,FALSE
"CTBP2P4",0.0716580960632198,0.343458355229347,0.112066873651724,0.0507350283251445,FALSE,FALSE
"LINC02904",0.14653164452689,0.343458355229347,0.20325345028558,0.140572017282286,FALSE,FALSE
"HAUS2",-0.0388216406592115,0.343613430737019,-0.0447489551071986,0.245503908366558,FALSE,FALSE
"ZDHHC2",0.072741923708853,0.343624099010993,0.0300808741810311,0.712138432804782,FALSE,FALSE
"PPWD1",-0.0658709225015662,0.344043947723875,-0.108508961668955,0.0768451316020743,FALSE,FALSE
"FGFRL1",-0.0661413988966431,0.344274707178438,-0.0488158808631956,0.435528554932542,FALSE,FALSE
"PACS2",-0.0414184910849779,0.344274707178438,-0.0241523320502995,0.5456581973917,FALSE,FALSE
"SNAPC3",-0.0486718075523537,0.344274707178438,-0.0662308626348233,0.167507943744172,FALSE,FALSE
"LPP-AS2",0.0638359033396966,0.344274707178438,0.0791347553962168,0.199397996679379,FALSE,FALSE
"FOXJ3",-0.048793999930977,0.344274707178438,-0.0483615440920618,0.269617054178631,FALSE,FALSE
"HIKESHI",0.0540425819940898,0.344332763216009,0.0131981207420773,0.79398091014218,FALSE,FALSE
"MXRA7P1",0.120034273398686,0.344332763216009,0.141275849215349,0.232563382672004,FALSE,FALSE
"MYO5A",-0.0639314300918458,0.344436859363103,-0.0661992909172177,0.210352972130212,FALSE,FALSE
"SEPTIN7-DT",-0.0839301678934272,0.344546756571397,-0.0890755974780808,0.294365655672772,FALSE,FALSE
"TIGD6",-0.0448097532515833,0.34455629712347,-0.0375906283909904,0.416907339759323,FALSE,FALSE
"ELMOD3",0.0332286147086578,0.344587882123612,0.0323897526124842,0.319289720287692,FALSE,FALSE
"GTF2F2",0.0584062451089165,0.344946493408432,-0.00405244397123657,0.952359697353042,FALSE,FALSE
"RPL5P3",-0.0890626304223386,0.344985883568822,-0.103128579384478,0.180398656083688,FALSE,FALSE
"TOGARAM2",-0.0822441118090979,0.345183978349303,-0.092086785615585,0.266613999165259,FALSE,FALSE
"COIL",-0.04119036537097,0.345222541113308,-0.0628193122308098,0.111519387735659,FALSE,FALSE
"SLC25A51",-0.0351324625271968,0.345470744879255,-0.0334916224108179,0.356492567571874,FALSE,FALSE
"SCRN1",-0.0520419131605178,0.345550661935473,-0.0357633049031674,0.485819357001031,FALSE,FALSE
"RASSF1",-0.0478563195222872,0.345580759554731,-0.0548069941975435,0.235330367212124,FALSE,FALSE
"ACHE",0.226083706016446,0.345580759554731,0.220108748558238,0.333884840509314,FALSE,FALSE
"TPGS1",0.0811346980033949,0.345580759554731,0.107876501716011,0.130884350340249,FALSE,FALSE
"ANKIB1",-0.0859611119918382,0.345580759554731,-0.106203822228852,0.219825745573033,FALSE,FALSE
"TRAV24",-0.107046005813567,0.345580759554731,-0.0914836460207829,0.413897747840076,FALSE,FALSE
"SKA2",0.0632491269285209,0.345699388376273,0.00542557915584986,0.93904885558936,FALSE,FALSE
"HOXB-AS1",0.103540742639428,0.345718795967585,0.0512305641760172,0.634806022921694,FALSE,FALSE
"RGS17",0.13934648717017,0.345718795967585,0.0494687288822251,0.754328377452768,FALSE,FALSE
"MOSPD3",0.0556117166938375,0.34583727403329,0.076051082700024,0.14590502330531,FALSE,FALSE
"ST3GAL5",0.0448491529951616,0.345889049558347,0.0334024648126577,0.443394595530009,FALSE,FALSE
"CMBL",0.224850157697945,0.345919963815915,0.265486919148128,0.23076703738298,FALSE,FALSE
"ARHGAP22",0.097537306203023,0.346102898314576,0.121647204810187,0.204851903404946,FALSE,FALSE
"FZR1",0.0464406144455346,0.346243381414966,0.0676430361193028,0.121019332710125,FALSE,FALSE
"LHFPL5",0.102607768758148,0.346243381414966,0.112001743903903,0.257323606001428,FALSE,FALSE
"APIP",0.0789172098277122,0.346262142226894,-0.00284996707710449,0.974885046769206,FALSE,FALSE
"HSF4",0.0809518049555239,0.346262142226894,0.0906825892575309,0.214078058815176,FALSE,FALSE
"NALT1",0.0867293534043098,0.346355129446844,0.0807380250101117,0.361572022764919,FALSE,FALSE
"SLC6A9",0.194516415521269,0.346470626267093,0.237271374709251,0.212678118979388,FALSE,FALSE
"ARSK",-0.0852874696426008,0.346470626267093,-0.11609699254338,0.168321923846284,FALSE,FALSE
"LIG3",-0.0276617550734597,0.346797391443729,-0.0157593141764225,0.566835420791892,FALSE,FALSE
"DHX33",-0.0506804134541761,0.346879712594298,-0.041658752627045,0.431566895240858,FALSE,FALSE
"SLC35A1",0.0856031297444865,0.347310185694075,0.00884322044071182,0.930178096458268,FALSE,FALSE
"ARL6IP1",0.0479217069027092,0.347886211295589,0.0269670452702454,0.592856104114528,FALSE,FALSE
"WEE2-AS1",-0.0884721703449251,0.347924542829229,-0.117923969737294,0.174709791744039,FALSE,FALSE
"KRT18",-0.0866712600274861,0.347942137360372,-0.0733314372843888,0.418292668528559,FALSE,FALSE
"NSUN5P2",-0.0844953787732619,0.347942137360372,-0.110529487771178,0.174612063155995,FALSE,FALSE
"CHCHD10",0.0680298513327532,0.348043435009183,0.0979264551004718,0.116593478564644,FALSE,FALSE
"ZNF324",-0.0304831220627355,0.348050915682933,-0.0110283137692823,0.719085521953897,FALSE,FALSE
"IGKJ5",-0.139757798026303,0.348054585077015,-0.101716128130368,0.48808740372374,FALSE,FALSE
"SNX15",-0.0580170996275084,0.348054585077015,-0.0474883613094352,0.424736126170476,FALSE,FALSE
"JADE3",-0.0753494673300438,0.348152299729193,-0.0698012721293912,0.377332200337671,FALSE,FALSE
"AGAP7P",-0.129823042805511,0.348281606787564,-0.135261494136905,0.246365426505328,FALSE,FALSE
"SERBP1",0.036765278807904,0.348411989678693,0.0125317336073268,0.755535430489167,FALSE,FALSE
"CASD1",-0.0965945428935559,0.34878639171234,-0.147581872096595,0.120756601299207,FALSE,FALSE
"MRPL13",0.124122838922544,0.348920757355043,-0.00646949848035495,0.960283450287633,FALSE,FALSE
"RPL31P49",0.198671793160647,0.34903096396989,-0.0282583472249424,0.896353288384941,FALSE,FALSE
"PHLDA3",0.131199915528383,0.34903096396989,0.11064953683736,0.367706975990712,FALSE,FALSE
"WDR54",-0.059556088322965,0.34903096396989,-0.0573971167021675,0.326439270013886,FALSE,FALSE
"IRF2BP1",-0.055412683940816,0.34903096396989,-0.0377851239924327,0.499417509551331,FALSE,FALSE
"STEEP1",0.0381526802725041,0.349277494955655,0.0160864583308318,0.691646140399292,FALSE,FALSE
"LIMD2",0.0539608102192353,0.349278895733417,0.0759928329435175,0.14590502330531,FALSE,FALSE
"ZNF639",-0.0631106323717933,0.349288199310485,-0.0892534230152726,0.144759812306543,FALSE,FALSE
"TSPOAP1",-0.083264508287008,0.349327517457418,-0.0789521605959784,0.356820418150369,FALSE,FALSE
"SLC25A39",0.162158175752213,0.34956042839434,0.207119177857821,0.196806396242467,FALSE,FALSE
"BEND7",0.181448464159652,0.349931363634603,0.171276468907103,0.329739323565909,FALSE,FALSE
"PDF",-0.0699606728648193,0.349941652562093,-0.0523135095388016,0.429137392808239,FALSE,FALSE
"CRLS1",0.0628346748700917,0.350013904718608,0.05396926708577,0.373860410613019,FALSE,FALSE
"BSCL2",0.0440317921876463,0.350096589950254,0.0678593765686627,0.0929830922442998,FALSE,FALSE
"PTGES",0.168023890192222,0.350096589950254,0.11385904182197,0.523137832673417,FALSE,FALSE
"HSD17B1",-0.0601756393668322,0.350142268071535,-0.056690571155567,0.367629390928579,FALSE,FALSE
"MAN2C1",-0.0559264345253899,0.350557240627847,-0.0521671840977323,0.338925823512054,FALSE,FALSE
"LDB1",-0.0314274980135801,0.350572076929023,-0.0180072905033795,0.58208646523035,FALSE,FALSE
"PDCD2L",-0.0525755607125439,0.350572076929023,-0.0589957082610671,0.215718247740526,FALSE,FALSE
"RNF139",0.0648801086829136,0.350572076929023,0.0396046217831841,0.576214561728055,FALSE,FALSE
"SLC6A4",0.0998064471177558,0.350572076929023,0.120482469689204,0.232601359188919,FALSE,FALSE
"ERHP1",0.0985895641789729,0.350572076929023,0.0315531782263713,0.757982803996442,FALSE,FALSE
"SIGIRR",-0.0602543001966734,0.350801308350754,-0.0510120966867281,0.408142455577,FALSE,FALSE
"FKBP8",0.143335084421187,0.35086438079727,0.177835563254936,0.218941373725285,FALSE,FALSE
"BAZ2A",0.0579668533856576,0.35108914469113,0.0736308822805301,0.109924820549231,FALSE,FALSE
"CYP2R1",-0.059000804854062,0.35108914469113,-0.0736806900884919,0.208040271659727,FALSE,FALSE
"STAT4",-0.0483128814754789,0.351214893601348,-0.0815602805919087,0.0604995009055347,FALSE,FALSE
"LINC01882",0.0950499608471259,0.351240991659306,0.0610925037041191,0.542306235923193,FALSE,FALSE
"INO80B",-0.0516665793345911,0.351251383321915,-0.0420973757564485,0.436585134543568,FALSE,FALSE
"SDE2",0.0662544982490885,0.351251383321915,0.0470943979974259,0.470519100009386,FALSE,FALSE
"TNRC6B",-0.052985725439059,0.351251383321915,-0.045945817511011,0.345210228885263,FALSE,FALSE
"EEF1B2P6",0.126042867316376,0.3513055130366,-0.0296190245805854,0.807210866130065,FALSE,FALSE
"LCN2",-0.192831768617214,0.35132724270884,-0.196223787321602,0.344691891479936,FALSE,FALSE
"TAS2R20",-0.100415400146899,0.351386251972841,-0.132551805512816,0.178065200203643,FALSE,FALSE
"PTPRM",-0.128254993909421,0.351535558731671,-0.161169826939353,0.214664634924759,FALSE,FALSE
"CDK18",0.0736219327929144,0.351556888935213,0.0973683986053337,0.168131455420361,FALSE,FALSE
"FCHSD1",0.0407639791844132,0.351556888935213,0.0455234457789265,0.259095870681136,FALSE,FALSE
"DNAJC14",-0.0375501860879859,0.351556888935213,-0.0273822975369577,0.46278484065203,FALSE,FALSE
"AP1B1",0.0524734895579808,0.351556888935213,0.0728629365206448,0.127612542016735,FALSE,FALSE
"CEP128",-0.0759680264982158,0.351556888935213,-0.0709559820209918,0.377380301182061,FALSE,FALSE
"EWSR1",0.0292410344323393,0.351565095190582,0.0248269690618556,0.379756959213105,FALSE,FALSE
"SF3B3",-0.0461890289644948,0.351802715672534,-0.0345421863400609,0.464775860809348,FALSE,FALSE
"SH2D1B",-0.101184096335216,0.35199777276614,-0.0892548950142281,0.405105215038972,FALSE,FALSE
"STAT4-AS1",-0.0780402369993964,0.35199777276614,-0.121942722888589,0.102746284684352,FALSE,FALSE
"NINJ2",0.0837760367729867,0.35199777276614,0.0931232195950675,0.283508832364693,FALSE,FALSE
"GRAMD1C",-0.131882815312147,0.35199777276614,-0.167000955763122,0.196316271193982,FALSE,FALSE
"MOSMO",-0.0833119530897962,0.35220223574292,-0.129224700654577,0.112184689700556,FALSE,FALSE
"RAB3IP",-0.0508227903774869,0.352395813679075,-0.0823668037511511,0.0886174000713594,FALSE,FALSE
"IGLV6-57",0.178966395199884,0.352395813679075,0.28990402469872,0.0993184923340284,FALSE,FALSE
"NAXE",0.0617394867488915,0.352395813679075,0.0745466156973486,0.199622680240136,FALSE,FALSE
"TRIM3",-0.0366276343409439,0.352395813679075,-0.0286857193139009,0.443394595530009,FALSE,FALSE
"SELENOH",0.0570397143058324,0.352395813679075,0.0403630639698839,0.418477316057247,FALSE,FALSE
"NCOA2",0.0984219666676164,0.352455889198088,0.0826621878594224,0.382580859525525,FALSE,FALSE
"C2orf76",0.096601775473678,0.352539166201154,0.0055255037583133,0.960807182101786,FALSE,FALSE
"AFDN",-0.113980323361311,0.35281155355343,-0.118514303703278,0.287258406500724,FALSE,FALSE
"CCDC13-AS2",0.103977668903819,0.35281155355343,0.0734386609984913,0.4987933917189,FALSE,FALSE
"CAMSAP2",-0.0958161675282113,0.35281155355343,-0.0953648399719162,0.339617137501818,FALSE,FALSE
"FAF2",-0.0270514419513206,0.352853224430985,-0.0137542387389709,0.599285125527918,FALSE,FALSE
"YWHAZP3",-0.0617631915159532,0.352853485028618,-0.0370283240540428,0.524670794385883,FALSE,FALSE
"PARP3",0.053658646706834,0.352866663868465,0.0538621357163641,0.293165594795044,FALSE,FALSE
"CHKB-CPT1B",0.0767928030511278,0.352962600953964,0.0906681097996338,0.232530667661624,FALSE,FALSE
"ZSCAN20",-0.054536752726894,0.352962600953964,-0.0285255309680063,0.622624799659744,FALSE,FALSE
"CENPO",-0.0404720786904928,0.352962600953964,-0.030180721954067,0.478832409282036,FALSE,FALSE
"HDHD5",0.0338716548945807,0.352962600953964,0.048033789916891,0.099181757630919,FALSE,FALSE
"GOT1",-0.0385963234671294,0.352962600953964,-0.0320004244883814,0.439499939665035,FALSE,FALSE
"FAAP100",-0.0489702724015658,0.353187678803379,-0.0216293008732699,0.633827629418331,FALSE,FALSE
"DLEU1",0.0456712557929631,0.353323484089907,0.0232919592408131,0.630018492927735,FALSE,FALSE
"RPL22P2",0.144318806924578,0.353323484089907,-0.109062109942067,0.363125136616411,FALSE,FALSE
"PIK3CG",0.0506111588907438,0.353440545699549,0.0467847904512941,0.334684898809514,FALSE,FALSE
"CTPS2",-0.0347634199116163,0.35356320957331,-0.0288404407755475,0.429273194301134,FALSE,FALSE
"ATP5F1A",0.030816140820388,0.353589118279293,0.0308579254511626,0.326090747592719,FALSE,FALSE
"SLTM",-0.0420481352361953,0.3535953986528,-0.0575359158430279,0.130381548785764,FALSE,FALSE
"OR2A9P",-0.111140012317271,0.353623386250173,-0.152375788038811,0.169826262432089,FALSE,FALSE
"TRIM46",-0.0655542378131129,0.353715975759448,-0.0479706320068412,0.429426697932411,FALSE,FALSE
"PARTICL",-0.0552744873087757,0.353842119169737,-0.063260964132785,0.218735973694015,FALSE,FALSE
"PPTC7",0.0792988691260385,0.353914997565937,0.0488497078035671,0.524645013899846,FALSE,FALSE
"ALOX12",0.0783465302007667,0.354076362613779,0.0945489560221453,0.234028114414442,FALSE,FALSE
"RBM38",0.137217880457113,0.354569018953011,0.146016677196376,0.290050596179077,FALSE,FALSE
"STAG1",-0.0619913019669178,0.354905015642656,-0.0481630256544424,0.44452908784347,FALSE,FALSE
"CRLF1",0.0648573108001392,0.355000694023408,0.0382211598326502,0.568916547178348,FALSE,FALSE
"SHMT1",-0.0507089571935007,0.355000694023408,-0.0350708292494799,0.518800508942136,FALSE,FALSE
"NCAM1",0.0942700759572447,0.355000694023408,0.109734104676989,0.237401352384614,FALSE,FALSE
"RAB6B",0.0915869435232254,0.355321821335135,0.0990279605150277,0.303993015742357,FALSE,FALSE
"IGKV1-39",0.171040293957995,0.355514604064815,0.281251090570988,0.0978665567941248,FALSE,FALSE
"GMFB",0.10513783155066,0.35567897792417,0.0327461752565551,0.78808063127263,FALSE,FALSE
"CD40",0.0647731150481172,0.355708531350052,0.0718510871177595,0.252445332768844,FALSE,FALSE
"EIF3G",0.0533492512264597,0.355716556257136,0.0698792777371874,0.168321923846284,FALSE,FALSE
"RUFY2",-0.0662118207284101,0.355985729290446,-0.101380983592042,0.123606052802147,FALSE,FALSE
"FSCN1",0.0917188680163552,0.355985729290446,0.119259874070072,0.176703258641007,FALSE,FALSE
"GOLGA2",0.0513638987281717,0.355985729290446,0.0499624983973188,0.255235489676367,FALSE,FALSE
"ZNF80",-0.115062232376917,0.355985729290446,-0.1079806096765,0.373860410613019,FALSE,FALSE
"TAF3",-0.0518727666471956,0.355985729290446,-0.0569631737048318,0.236576514538705,FALSE,FALSE
"METTL17",-0.0372215319380439,0.356304704801906,-0.0453158610619708,0.196371447232327,FALSE,FALSE
"CENPP",-0.0663503828289038,0.356327891526532,-0.0544139364814313,0.39085689337798,FALSE,FALSE
"TSSK4",-0.0852912153436055,0.356327891526532,-0.0769195651425722,0.390796400065463,FALSE,FALSE
"BLMH",-0.0313364438281588,0.356731066972511,-0.0327246835392529,0.317224885507387,FALSE,FALSE
"ITGB1P1",-0.064916883269104,0.356731066972511,-0.0717376725456347,0.280774801828655,FALSE,FALSE
"C2CD2L",0.0362709797949361,0.356774353054756,0.0433122895934586,0.23597696456996,FALSE,FALSE
"COPS2",0.116581555762393,0.356789173306175,0.00786457839711436,0.956150930629781,FALSE,FALSE
"SLC18A2-AS1",0.120092953961556,0.356936997330913,0.121502138011683,0.339828599177069,FALSE,FALSE
"SS18L2",0.0816194933931173,0.356961008515082,-0.0060325749568413,0.945171269367619,FALSE,FALSE
"FABP5P7",0.100979740215548,0.356961008515082,0.0588655249995279,0.58564993186761,FALSE,FALSE
"BCAS2P2",-0.0602048205640233,0.357018453177865,-0.110427480790786,0.0426835300133473,FALSE,FALSE
"TTN-AS1",0.0568700572971329,0.357118764744423,0.0384199020988915,0.534594506174141,FALSE,FALSE
"MED30",0.0475986436672016,0.357194837865718,0.0145548567960933,0.772421244704271,FALSE,FALSE
"MRPL24",0.0526105393323133,0.357305794569151,0.0400573501124011,0.427153254269989,FALSE,FALSE
"SREBF1",-0.0534399662692021,0.357476072702202,-0.0305291545552324,0.579096065733116,FALSE,FALSE
"CASTOR3P",-0.0379482283770545,0.357553154552115,-0.039643949673825,0.307867365025173,FALSE,FALSE
"SNRNP48",-0.0441962517642115,0.357553154552115,-0.0697445060884331,0.103967248275718,FALSE,FALSE
"IGHV3-13",0.171943537439572,0.357553154552115,0.232926367453684,0.163451988613311,FALSE,FALSE
"HSPB1P1",0.0928891419056563,0.357553154552115,0.117781753353475,0.212086807715421,FALSE,FALSE
"IKZF4",-0.0472203980235442,0.357553154552115,-0.0239103079508385,0.637186715183477,FALSE,FALSE
"TREML2",0.0874760844219128,0.357641568432621,0.110654876865766,0.176544943401865,FALSE,FALSE
"IGLV8-61",0.175555390297952,0.357890426965514,0.166384057414345,0.34822921019609,FALSE,FALSE
"PLOD3",0.0497237892051362,0.357890426965514,0.0645988611985092,0.177333747851341,FALSE,FALSE
"NRBF2P4",0.10254853613802,0.357960149829467,0.110295341628898,0.253133098971424,FALSE,FALSE
"PRPF40A",0.0613538190492975,0.357977128712349,0.0335593121577265,0.618110489414659,FALSE,FALSE
"ARMC8",0.0321258078400342,0.358006465641221,0.0287835362726127,0.378401922497058,FALSE,FALSE
"CD27-AS1",0.0360526307508765,0.358114724435492,0.0248608588073395,0.519587168025038,FALSE,FALSE
"SNHG22",-0.0798767107225614,0.358129296690602,-0.10587182894177,0.182970435432114,FALSE,FALSE
"EMC1",-0.0283199623958638,0.358249627879411,-0.0204227619563968,0.489750946625269,FALSE,FALSE
"CCDC153",0.0946645893125052,0.358417092799561,0.0836259063932679,0.372044234886306,FALSE,FALSE
"RPS6KB2",0.0519397781672179,0.358420246254149,0.0701669194553737,0.134266131229893,FALSE,FALSE
"ATP6AP1L",-0.0997608933196033,0.358703875574705,-0.124819174017407,0.180914642587108,FALSE,FALSE
"HAUS3",-0.0680556131140281,0.358797593404301,-0.116558218987857,0.0751156003188536,FALSE,FALSE
"TPPP3",0.10105332895847,0.35880306005257,0.113154801573474,0.266320729898281,FALSE,FALSE
"FRMD8P1",-0.0772844582305981,0.35897131539748,-0.0374575305626926,0.612480618136676,FALSE,FALSE
"PPIEL",-0.0628799749728438,0.359040881755496,-0.06061603577939,0.356284805058095,FALSE,FALSE
"CCNG1",-0.0634522072424287,0.359040881755496,-0.0893870960820388,0.155080964204378,FALSE,FALSE
"CD38",0.0914814250956544,0.35920455791902,0.111416531147729,0.214097424645362,FALSE,FALSE
"ARRDC1",0.052570670594212,0.35920455791902,0.0642784656555439,0.227179299603572,FALSE,FALSE
