"gene","logFC_baseline","FDR_baseline","logFC_adjusted","FDR_adjusted","sig_baseline","sig_adjusted","change"
"ACSL4",0.325557076240176,3.65130799167856e-08,0.262223033584253,0.00304479948260423,FALSE,FALSE,"Not significant"
"SNHG1",-0.19592182686429,3.67848532877043e-08,-0.194734963950509,0.000227263519797806,FALSE,FALSE,"Not significant"
"IZUMO4",-0.266193727118906,3.75720320156647e-08,-0.25156086296884,0.000951610873051728,FALSE,FALSE,"Not significant"
"AP5B1",0.413225006581059,3.8056420244538e-08,0.384178852317371,0.000800522963440877,FALSE,FALSE,"Not significant"
"TRIM22",0.473067242741322,4.40628161392982e-08,0.41679817222673,0.0007831533946776,FALSE,FALSE,"Not significant"
"AC112496.1",0.583408346481648,4.42378067767367e-08,0.427274515548269,0.00685756722923144,FALSE,FALSE,"Not significant"
"VPS9D1",0.383173998182086,4.43005239833006e-08,0.278370360713177,0.00703279462970806,FALSE,FALSE,"Not significant"
"CCRL2",0.379347178562539,4.43005239833006e-08,0.218926365015815,0.0306262456871929,FALSE,FALSE,"Not significant"
"PLSCR1",0.650371695978401,4.51516555699752e-08,0.569710699538307,0.000512304230564373,FALSE,FALSE,"Not significant"
"TAF1C",-0.20580094504486,4.55671125098215e-08,-0.196543478619987,0.000925442739046206,FALSE,FALSE,"Not significant"
"LILRB5",0.688078559285364,4.55671125098215e-08,0.383710945666897,0.0284490249694212,FALSE,FALSE,"Not significant"
"FNDC3B",0.33609813329518,4.5631364387515e-08,0.284749459457383,0.00232326443174324,FALSE,FALSE,"Not significant"
"FGL2",0.368461776831168,4.59333500562138e-08,0.350469221378265,0.000512304230564373,FALSE,FALSE,"Not significant"
"SNHG11",-0.205628186374134,4.74105855187738e-08,-0.174775809657814,0.00262611051459476,FALSE,FALSE,"Not significant"
"LIMK2",0.42484204059074,4.80304901942809e-08,0.3417080694651,0.00354365464478359,FALSE,FALSE,"Not significant"
"AL390719.1",-0.355475181694779,4.98649848521112e-08,-0.338730901848448,0.000878752847061401,FALSE,FALSE,"Not significant"
"CDCP1",0.682329302442859,5.04644662766362e-08,0.52011863736767,0.00385196056903571,FALSE,FALSE,"Not significant"
"CASP7",0.27344245382187,5.15805838424138e-08,0.232300541386145,0.00111230079788792,FALSE,FALSE,"Not significant"
"CXCR2P1",0.552750309249106,5.29293214790329e-08,0.455118069323185,0.00252276829982344,FALSE,FALSE,"Not significant"
"SELP",0.431702879327924,5.42831711484123e-08,0.252014378275071,0.035202084173923,FALSE,FALSE,"Not significant"
"BACH1",0.338605907552623,5.7815079144028e-08,0.266257208033823,0.00618031422555161,FALSE,FALSE,"Not significant"
"METTL17",-0.169048659512256,6.027979321877e-08,-0.150018691630775,0.000993386470989168,FALSE,FALSE,"Not significant"
"CIRBP",-0.147229391040424,6.027979321877e-08,-0.144356582229315,0.000445176763746556,FALSE,FALSE,"Not significant"
"KCNJ2-AS1",0.538929134358089,6.027979321877e-08,0.443251150441886,0.00396338130822141,FALSE,FALSE,"Not significant"
"RTP4",0.6086901392849,6.36136898030122e-08,0.480573888627921,0.000988309553661732,FALSE,FALSE,"Not significant"
"H4C9",0.452243819623941,6.4670659095022e-08,0.280607206356536,0.0212487809686485,FALSE,FALSE,"Not significant"
"RRP8",-0.112585078463459,6.62015771528303e-08,-0.0931415380743117,0.00261265383861528,FALSE,FALSE,"Not significant"
"SDR39U1",-0.253201472205418,7.02194084194697e-08,-0.21400237095894,0.0125042619389022,FALSE,FALSE,"Not significant"
"PGRMC1",0.28821518460439,7.02194084194697e-08,0.171749012736222,0.0305070442547372,FALSE,FALSE,"Not significant"
"P4HTM",-0.155696094732741,7.74216228544126e-08,-0.145259538014135,0.00121916894908675,FALSE,FALSE,"Not significant"
"MYL9",0.910465958958344,7.85811191642128e-08,0.543123679916895,0.0425434761665127,FALSE,FALSE,"Not significant"
"SDC3",0.685285361385621,7.96719850142746e-08,0.531213422940248,0.00333696034782435,FALSE,FALSE,"Not significant"
"ANKZF1",-0.150825253907827,8.03394043231189e-08,-0.130927118933752,0.00232326443174324,FALSE,FALSE,"Not significant"
"RNF217",0.387747684941816,8.06125919974703e-08,0.283537933489373,0.00960423959710852,FALSE,FALSE,"Not significant"
"CNIH4",0.274110477692844,8.42100936156156e-08,0.214613816408795,0.00501753501793119,FALSE,FALSE,"Not significant"
"CCDC71L",0.37649054685893,8.63311681807889e-08,0.258118097909204,0.00876005738761865,FALSE,FALSE,"Not significant"
"RIPK2",0.204612069598806,8.63311681807889e-08,0.164674190280054,0.00279783869949423,FALSE,FALSE,"Not significant"
"ST8SIA4",0.288259588657682,8.63311681807889e-08,0.233918228676174,0.00327509807922841,FALSE,FALSE,"Not significant"
"ZNF211",-0.145093694729877,8.63311681807889e-08,-0.132873951775364,0.000800522963440877,FALSE,FALSE,"Not significant"
"RNF144A-AS1",0.532183477220597,8.73432426130608e-08,0.489704396269158,0.000747832306422578,FALSE,FALSE,"Not significant"
"ZNF76",-0.161460938483774,8.84415310027835e-08,-0.155126592637163,0.000794794925839984,FALSE,FALSE,"Not significant"
"TLR5",0.556900258667471,8.89371493042522e-08,0.382786721103624,0.01141680547167,FALSE,FALSE,"Not significant"
"EAF1",0.114809863291722,8.89371493042522e-08,0.0977737959835235,0.00336398461286366,FALSE,FALSE,"Not significant"
"ACAD9",-0.280732469079597,8.89371493042522e-08,-0.204649062844742,0.00238567830560457,FALSE,FALSE,"Not significant"
"ADAM9",0.329852617384463,8.92982872225202e-08,0.26726670027856,0.0035652861643308,FALSE,FALSE,"Not significant"
"DESI1",0.148585253736536,9.54201625187182e-08,0.115581161137023,0.00483178533759557,FALSE,FALSE,"Not significant"
"H2BC12",0.475736253724363,9.54354470923931e-08,0.323704089875999,0.0151661422868645,FALSE,FALSE,"Not significant"
"CSNK1A1",0.143100765331805,9.92537915140765e-08,0.132063048552359,0.00292616149110958,FALSE,FALSE,"Not significant"
"GNB4",0.321826321897929,9.98543308351849e-08,0.277291442506751,0.00157621135171491,FALSE,FALSE,"Not significant"
"KAT2A",-0.170786473337972,1.00910209584735e-07,-0.151291438807949,0.00198578558796352,FALSE,FALSE,"Not significant"
"AP003068.2",0.511170147880316,1.01623333310197e-07,0.308846950513063,0.0298511970764084,FALSE,FALSE,"Not significant"
"IL11RA",-0.231932107225607,1.01867407337013e-07,-0.231990525047767,0.000484588680160707,FALSE,FALSE,"Not significant"
"AKIRIN2",0.243437512085561,1.05466400591975e-07,0.238597760711431,0.000897840518378807,FALSE,FALSE,"Not significant"
"RALB",0.37702575768034,1.05772461764683e-07,0.327861457167629,0.00329632016468483,FALSE,FALSE,"Not significant"
"ARSD",0.302278513483387,1.06540529520251e-07,0.285830120604385,0.000315492445654993,FALSE,FALSE,"Not significant"
"ITGA2B",0.744098707956639,1.13318434989693e-07,0.476690655397218,0.0325581050774371,FALSE,FALSE,"Not significant"
"WDR27",-0.225913732816627,1.16117843214349e-07,-0.206362379932818,0.00183081272383655,FALSE,FALSE,"Not significant"
"TGM2",0.670603688647019,1.17604995217562e-07,0.531341900653494,0.00330586790152246,FALSE,FALSE,"Not significant"
"LINC01232",0.32624854579631,1.18337982843835e-07,0.218716394239837,0.0128011051761876,FALSE,FALSE,"Not significant"
"PPP1R2P1",0.37886109000806,1.23511870371758e-07,0.343317095466066,0.00358444268123347,FALSE,FALSE,"Not significant"
"COL5A3",-0.589400554736777,1.31255170864538e-07,-0.508757458777485,0.00209180834938818,FALSE,FALSE,"Not significant"
"MCM7",-0.185985877031766,1.34597155586475e-07,-0.138764640211856,0.00475916465011331,FALSE,FALSE,"Not significant"
"KCTD12",0.309122124635285,1.37362057013506e-07,0.246505744985953,0.00595002922256347,FALSE,FALSE,"Not significant"
"SUSD6",0.248490873270886,1.38218224304192e-07,0.239557893765766,0.000843191589247977,FALSE,FALSE,"Not significant"
"RASGRP2",-0.151310781439838,1.39978480194753e-07,-0.142308361357233,0.00144638076847862,FALSE,FALSE,"Not significant"
"IFI16",0.347005220488845,1.410768355823e-07,0.329290882894381,0.000836580859234168,FALSE,FALSE,"Not significant"
"MMS19",-0.127679173466718,1.4541875455035e-07,-0.11713897553602,0.00176223512737688,FALSE,FALSE,"Not significant"
"LYRM1",0.257620894029379,1.46977610046388e-07,0.181144415087483,0.0122616346502244,FALSE,FALSE,"Not significant"
"HFE",0.261497023223044,1.46977610046388e-07,0.23993827094166,0.000706051117500803,FALSE,FALSE,"Not significant"
"GNA15",0.310799073300741,1.49716067210059e-07,0.255934194231459,0.005373432010817,FALSE,FALSE,"Not significant"
"IL15",0.334685137512713,1.51857928985121e-07,0.238178436622005,0.0110698414874482,FALSE,FALSE,"Not significant"
"SOCS1",0.506535354047177,1.52420425325023e-07,0.411410437733164,0.00153767653346873,FALSE,FALSE,"Not significant"
"FCGBP",-0.466662300686233,1.52420425325023e-07,-0.458748112436044,0.000386855414610687,FALSE,FALSE,"Not significant"
"TRIM25",0.373500203304427,1.59966428698111e-07,0.323988816339355,0.00235717074646914,FALSE,FALSE,"Not significant"
"MILR1",0.380459820645583,1.64403373736353e-07,0.326824266050065,0.00113985944599165,FALSE,FALSE,"Not significant"
"TESK2",0.219320470750888,1.70855914843287e-07,0.197223618795648,0.001269807517429,FALSE,FALSE,"Not significant"
"SNHG12",-0.204791960403141,1.72210498828944e-07,-0.178104323234253,0.00317224014361106,FALSE,FALSE,"Not significant"
"TUT7",0.297574820203622,1.74007119811496e-07,0.269178573366271,0.00175770413698275,FALSE,FALSE,"Not significant"
"STAT5A",0.222907174966597,1.87976525284672e-07,0.224014004063807,0.000988309553661732,FALSE,FALSE,"Not significant"
"GSEC",0.590699427218431,1.88551442623069e-07,0.232858452250412,0.13013717770891,FALSE,FALSE,"Not significant"
"RSAD1",-0.147258500904885,1.92563299600771e-07,-0.142785359345563,0.000988309553661732,FALSE,FALSE,"Not significant"
"SGSM3",-0.227306302410478,1.98034824345685e-07,-0.191317774102891,0.00584828891145717,FALSE,FALSE,"Not significant"
"TUBGCP6",-0.199109121325992,2.03701614672657e-07,-0.183665359672672,0.00229043466508746,FALSE,FALSE,"Not significant"
"STAT2",0.418080235603049,2.04941837696221e-07,0.393841306289352,0.000781085966133239,FALSE,FALSE,"Not significant"
"FUT4",0.17328488590466,2.06821174259565e-07,0.150415154388307,0.0025727405962762,FALSE,FALSE,"Not significant"
"TMEM140",0.420799603867377,2.09623582576937e-07,0.383629817820371,0.00176524704211103,FALSE,FALSE,"Not significant"
"MTF1",0.225382195748108,2.19504992401727e-07,0.205360882647631,0.00295574776801213,FALSE,FALSE,"Not significant"
"AC022239.1",-0.390696620399959,2.25720107270827e-07,-0.378058439421283,0.00101827454064346,FALSE,FALSE,"Not significant"
"GLYCTK",-0.162037759702863,2.27037222814328e-07,-0.151586822955537,0.00130769734107989,FALSE,FALSE,"Not significant"
"FAM8A1",0.324230307149713,2.40072477125754e-07,0.25396818520205,0.00741090993729189,FALSE,FALSE,"Not significant"
"CYP4F29P",-1.28920664012173,2.4500007150316e-07,-0.837448873049384,0.0243368021899881,TRUE,FALSE,"Lost"
"CPT1A",0.351063095995572,2.4500007150316e-07,0.354945247471005,0.00108411987139324,FALSE,FALSE,"Not significant"
"MRPS25",-0.170129571047803,2.45188235663747e-07,-0.179635600943873,0.000397565713928045,FALSE,FALSE,"Not significant"
"DEGS1",0.191951608207433,2.47087504553821e-07,0.160804002613346,0.00323792890329279,FALSE,FALSE,"Not significant"
"NRG1",0.760279455526466,2.54959103752411e-07,0.50383668935962,0.0238242815228508,FALSE,FALSE,"Not significant"
"GASK1B",0.395739638418954,2.55880323004152e-07,0.280609070762517,0.0146561788006366,FALSE,FALSE,"Not significant"
"CTSS",0.271469662903981,2.63420205872069e-07,0.241565907657121,0.00232326443174324,FALSE,FALSE,"Not significant"
"TMEM106A",0.203227226656645,2.66039739130743e-07,0.184966063067161,0.00171695763517047,FALSE,FALSE,"Not significant"
"MED12L",0.424154246835515,2.69432505810507e-07,0.310268133430281,0.0169384221479152,FALSE,FALSE,"Not significant"
"PML",0.406692774692578,2.77324721978573e-07,0.384032958951741,0.000764594897430157,FALSE,FALSE,"Not significant"
"SIAH2",0.393083123540872,2.78494508958552e-07,0.226825370106007,0.0366997578118268,FALSE,FALSE,"Not significant"
"FP565260.1",-0.288656927415762,2.90131411408151e-07,-0.281375211918034,0.000761712475481584,FALSE,FALSE,"Not significant"
"C5",0.283753312468798,2.91059383319112e-07,0.225056675893925,0.00618031422555161,FALSE,FALSE,"Not significant"
"PRKAR2B",0.527834599095606,2.93450250307267e-07,0.270757738904095,0.0834894656264345,FALSE,FALSE,"Not significant"
"RAB10",0.162134857447132,3.01903411561803e-07,0.136745190059661,0.00417024828912789,FALSE,FALSE,"Not significant"
"SLC40A1",0.362608027898271,3.09807010613291e-07,0.299329920935691,0.00424581006539243,FALSE,FALSE,"Not significant"
"CCDC130",-0.139145974426362,3.11388493724194e-07,-0.13112681548438,0.00232326443174324,FALSE,FALSE,"Not significant"
"ZNF692",-0.15034752540679,3.12576841550228e-07,-0.127293279606894,0.00327509807922841,FALSE,FALSE,"Not significant"
"DRAM1",0.339045421031932,3.12576841550228e-07,0.250100916954422,0.00625888091246502,FALSE,FALSE,"Not significant"
"ZSCAN18",-0.282059375184295,3.25449869259876e-07,-0.275520468611602,0.0009271705262765,FALSE,FALSE,"Not significant"
"PSMB9",0.325459707260326,3.29375721662557e-07,0.305190992568384,0.00152711949408855,FALSE,FALSE,"Not significant"
"MIGA2",-0.145933198257198,3.35567266796974e-07,-0.127794937209648,0.00396639675452678,FALSE,FALSE,"Not significant"
"NPRL2",-0.147031375003643,3.36297005861538e-07,-0.128870903223142,0.00276993966485709,FALSE,FALSE,"Not significant"
"TBC1D10C",-0.172976895112252,3.43850713142357e-07,-0.157232946698723,0.00258532565635838,FALSE,FALSE,"Not significant"
"KLHDC4",-0.206661311638272,3.46316683616611e-07,-0.199692796255417,0.000949195041973189,FALSE,FALSE,"Not significant"
"AC005229.4",0.333426578688235,3.46869636675478e-07,0.264929987861531,0.0114684965681385,FALSE,FALSE,"Not significant"
"TLR1",0.359202477697261,3.47165604250295e-07,0.293108839532536,0.0070219128217039,FALSE,FALSE,"Not significant"
"VSIG10",0.45626756294997,3.53801557606282e-07,0.410455343882787,0.00072000417865734,FALSE,FALSE,"Not significant"
"ATP1B1",0.337936251622331,3.54710628448226e-07,0.291264211144514,0.00255454857996445,FALSE,FALSE,"Not significant"
"BLOC1S6",0.197631811498613,3.55559723621218e-07,0.13699019344955,0.0223499110816332,FALSE,FALSE,"Not significant"
"CD59",0.331178669432454,3.71715813142233e-07,0.281613600781781,0.0027097289378618,FALSE,FALSE,"Not significant"
"CYP1B1-AS1",0.434444304177656,3.73885659021655e-07,0.318487605598439,0.0160498970427068,FALSE,FALSE,"Not significant"
"STOM",0.261243973027972,3.77702370194516e-07,0.19192705230959,0.0114671294199601,FALSE,FALSE,"Not significant"
"CARNS1",-0.32513014939067,3.9273836082834e-07,-0.310919209208047,0.00168526034707338,FALSE,FALSE,"Not significant"
"AC004706.1",-0.498277491777742,4.03016877385044e-07,-0.5716782982904,0.000197974938604239,FALSE,FALSE,"Not significant"
"TRBJ2-2P",-0.515613891910665,4.03016877385044e-07,-0.502401723320414,0.000862273330445366,FALSE,FALSE,"Not significant"
"SLC1A3",0.585360122867335,4.03016877385044e-07,0.437925108935155,0.016463833571218,FALSE,FALSE,"Not significant"
"KIAA0040",0.266089627154752,4.03016877385044e-07,0.232632757108929,0.0026565922200686,FALSE,FALSE,"Not significant"
"SNTB1",0.204793235674854,4.09637523588816e-07,0.160785818026455,0.0100270894393825,FALSE,FALSE,"Not significant"
"FRMD3",0.597401866998398,4.10846055659601e-07,0.517619398111914,0.000512304230564373,FALSE,FALSE,"Not significant"
"SLC17A9",-0.26322536578911,4.13233591134545e-07,-0.211725432958819,0.00565346867940107,FALSE,FALSE,"Not significant"
"EXT1",0.255553205955355,4.15424595396857e-07,0.242172464755192,0.000843191589247977,FALSE,FALSE,"Not significant"
"JAK3",0.269096891952864,4.15424595396857e-07,0.229438561894331,0.00406109850729844,FALSE,FALSE,"Not significant"
"BAIAP3",-0.475732045404984,4.1557581442147e-07,-0.436270154515876,0.00183419907926754,FALSE,FALSE,"Not significant"
"LTK",-0.41743381508713,4.1557581442147e-07,-0.320672325820722,0.00775175564385667,FALSE,FALSE,"Not significant"
"CXorf38",0.159338535988659,4.1566936836647e-07,0.135299481272236,0.00261265383861528,FALSE,FALSE,"Not significant"
"CSF2RB",0.354489422769245,4.27775494928621e-07,0.322102050745491,0.00323184433660364,FALSE,FALSE,"Not significant"
"RERE-AS1",0.360003976198522,4.33173098630252e-07,0.304297940646845,0.00377349053601443,FALSE,FALSE,"Not significant"
"TMEM167B",0.179829918095249,4.37834329234913e-07,0.142257020752256,0.00833920645244703,FALSE,FALSE,"Not significant"
"TMEM33",0.203592553221985,4.38879381951805e-07,0.174774822392943,0.00283030509003247,FALSE,FALSE,"Not significant"
"ATXN7",0.224043752593258,4.38879381951805e-07,0.201051031492914,0.00385196056903571,FALSE,FALSE,"Not significant"
"SAMD9L",0.49352042064694,4.42983751185472e-07,0.449234546493328,0.00135494421362505,FALSE,FALSE,"Not significant"
"ACP2",0.21083843151157,4.45251732772417e-07,0.195039146929985,0.00167773223200722,FALSE,FALSE,"Not significant"
"IFIH1",0.473503528706761,4.54525958108943e-07,0.46199564088571,0.000233788527258336,FALSE,FALSE,"Not significant"
"LMNB1",0.436418026975134,4.91671438266418e-07,0.395385957198288,0.00202851037958464,FALSE,FALSE,"Not significant"
"SAMHD1",0.213654261848159,4.99055699407683e-07,0.193880078075692,0.00284556002952256,FALSE,FALSE,"Not significant"
"CASP4",0.337194049302531,5.03600509510853e-07,0.304415659689749,0.00209180834938818,FALSE,FALSE,"Not significant"
"ACVRL1",0.456479293410771,5.06885552556881e-07,0.418851350765254,0.00280885273829913,FALSE,FALSE,"Not significant"
"MCMBP",0.150090083502675,5.10094149058914e-07,0.143226924349166,0.00232326443174324,FALSE,FALSE,"Not significant"
"SHISA5",0.303343031882466,5.23149884365778e-07,0.27442996610457,0.00330586790152246,FALSE,FALSE,"Not significant"
"SCN1B",0.492285942273079,5.23149884365778e-07,0.291938728486656,0.0348581470104966,FALSE,FALSE,"Not significant"
"DDX55",-0.154625343114144,5.26740454492379e-07,-0.142239751702783,0.00170552316866799,FALSE,FALSE,"Not significant"
"AC116347.1",0.319908437483503,5.44751247771323e-07,0.295812334400495,0.00143054784245783,FALSE,FALSE,"Not significant"
"H2BC11",0.480794962454019,5.48532264417645e-07,0.337031918770697,0.0243917929045653,FALSE,FALSE,"Not significant"
"TOR1AIP2",0.15837609116344,5.60327451598533e-07,0.136496976634794,0.0023274114992472,FALSE,FALSE,"Not significant"
"NPTN",0.17146947571401,5.60744266699482e-07,0.138998923868809,0.00688181272955145,FALSE,FALSE,"Not significant"
"CTSB",0.24863534705598,5.68205103713688e-07,0.232564575983181,0.00261265383861528,FALSE,FALSE,"Not significant"
"GADD45G",0.504509315236939,5.68678282014062e-07,0.348451305767227,0.0194707443876713,FALSE,FALSE,"Not significant"
"AC073869.1",-0.211286867191902,5.72269994352291e-07,-0.239291378936979,4.05975803405482e-05,FALSE,FALSE,"Not significant"
"CEP95",-0.150118568811982,5.7319255600319e-07,-0.152058778207211,0.00112621229848234,FALSE,FALSE,"Not significant"
"RNF13",0.266827092663636,5.7319255600319e-07,0.217575979397041,0.00749740810702407,FALSE,FALSE,"Not significant"
