"gene","logFC_baseline","FDR_baseline","logFC_adjusted","FDR_adjusted","sig_baseline","sig_adjusted","change"
"POM121C",-0.0402598130477215,0.303895669250101,-0.00630172229097247,0.933759338561081,FALSE,FALSE,"Not significant"
"PEX11A",-0.0504299583072114,0.303942537015199,-0.0622877548544906,0.4395097397,FALSE,FALSE,"Not significant"
"MANEA-DT",-0.10401309241221,0.303998515522768,-0.151951407803935,0.403305978890512,FALSE,FALSE,"Not significant"
"SINHCAFP2",-0.0675061445573306,0.304161608061276,-0.0372409618090931,0.807151509417532,FALSE,FALSE,"Not significant"
"PHPT1",-0.0496789322118217,0.304324238562116,-0.0116734119604423,0.88947465179015,FALSE,FALSE,"Not significant"
"ZNF675",-0.0755761756339675,0.304401237883926,-0.105946059208709,0.377046714207028,FALSE,FALSE,"Not significant"
"SLC7A8",0.162008969794501,0.304401237883926,0.182476019433233,0.450451389189001,FALSE,FALSE,"Not significant"
"LIG4",0.0727186388123815,0.304494785654263,0.062481282361891,0.603751147158006,FALSE,FALSE,"Not significant"
"IDI1",0.0662468334742128,0.304626495706966,0.0475648595362538,0.658901832118185,FALSE,FALSE,"Not significant"
"NASP",0.0365947549377694,0.304973163106107,0.0492240959670378,0.355657825143667,FALSE,FALSE,"Not significant"
"TSPAN33",0.0659914409226864,0.305000024721672,0.0146915810537369,0.897518991094306,FALSE,FALSE,"Not significant"
"AC010201.2",0.0749727986187921,0.305004659050522,0.0998218086812704,0.404516486898484,FALSE,FALSE,"Not significant"
"MAP1LC3A",-0.0955830460153231,0.305129585941824,-0.0553585062021673,0.716467227467162,FALSE,FALSE,"Not significant"
"PDE6C",-0.0639664859751692,0.305129585941824,-0.136639023201854,0.161589596888358,FALSE,FALSE,"Not significant"
"ZNF391",-0.103553661357088,0.305140189429631,-0.132554821325695,0.406378499036864,FALSE,FALSE,"Not significant"
"AC090114.2",-0.0453082423169698,0.305183459782006,-0.08607356712393,0.159767970371923,FALSE,FALSE,"Not significant"
"HMGA1P2",-0.0728392073380778,0.305358004254412,-0.0328527184638728,0.836891811261935,FALSE,FALSE,"Not significant"
"Z74021.1",-0.131232531479383,0.305358004254412,-0.18959644284266,0.381573660214966,FALSE,FALSE,"Not significant"
"STAU2",0.0298993289731504,0.305358004254412,0.0166358197935441,0.740470049193401,FALSE,FALSE,"Not significant"
"AC009220.1",-0.087253714285914,0.305358004254412,-0.0087545733291376,0.956276180428694,FALSE,FALSE,"Not significant"
"PYGM",0.0536364299480283,0.305358004254412,0.00309885115775996,0.975832315017266,FALSE,FALSE,"Not significant"
"SLC23A1",-0.062932468875088,0.305358004254412,-0.0877553401955262,0.37314915940086,FALSE,FALSE,"Not significant"
"TOX",-0.0566418056796014,0.305358004254412,-0.0851794173109056,0.294247284941335,FALSE,FALSE,"Not significant"
"DENND4C",-0.052736187383562,0.305358004254412,-0.064957451936448,0.430825949694293,FALSE,FALSE,"Not significant"
"ZNF837",-0.0876961830163477,0.305428438366241,-0.096585126074821,0.517813490089142,FALSE,FALSE,"Not significant"
"CWF19L2",-0.0589666434090221,0.305825534650115,-0.0216228695733128,0.839506542443242,FALSE,FALSE,"Not significant"
"POMZP3",0.0799172694471484,0.30593996158363,0.0186070939722129,0.884048986831354,FALSE,FALSE,"Not significant"
"PPM1K",-0.0546147197508119,0.306156329040233,-0.0944543262708676,0.214072104698859,FALSE,FALSE,"Not significant"
"TRBV15",-0.0968066653936152,0.306159719776834,-0.108169378021383,0.45012068091871,FALSE,FALSE,"Not significant"
"CD3EAP",-0.0567959554916588,0.306230216237622,-0.0297173081385779,0.779351214102955,FALSE,FALSE,"Not significant"
"GOLGB1",-0.03039534723968,0.306453456750699,-0.0168832123015639,0.749683076709273,FALSE,FALSE,"Not significant"
"PNP",0.0363992936141074,0.306559196973373,0.0185262569169007,0.752026378569438,FALSE,FALSE,"Not significant"
"ABCA10",-0.107720153854831,0.306680586141375,-0.104824584060424,0.543855535729131,FALSE,FALSE,"Not significant"
"DYNC1LI1",0.0413916211980455,0.306719964230826,0.0420685029700856,0.48454831750419,FALSE,FALSE,"Not significant"
"MT-CYB",0.0933918721133179,0.30689129303671,-0.00467576065593671,0.981055593922572,FALSE,FALSE,"Not significant"
"S1PR1",-0.0449110446002715,0.306976270665132,-0.0624303464190353,0.367644029120412,FALSE,FALSE,"Not significant"
"EEFSEC",-0.0409489872509463,0.307424970405561,-0.016846354045398,0.817128820890226,FALSE,FALSE,"Not significant"
"IGLV3-25",-0.187939523160764,0.307556609241608,-0.0081484962325144,0.981052996357616,FALSE,FALSE,"Not significant"
"KDM5C",0.0441965831099502,0.307558727821956,0.0687734754573821,0.285880580221696,FALSE,FALSE,"Not significant"
"SPNS1",-0.067570842612367,0.307605698725909,-0.0607749309111945,0.611146335547902,FALSE,FALSE,"Not significant"
"R3HDM2",0.0269025166417481,0.307743825800116,0.0175931378884177,0.699750409708068,FALSE,FALSE,"Not significant"
"DVL3",0.0325448964741728,0.30777664792399,0.0458864560654897,0.368022592339644,FALSE,FALSE,"Not significant"
"SLC37A3",0.0807559274824591,0.30777664792399,0.056356147874189,0.652294314607241,FALSE,FALSE,"Not significant"
"AC018638.2",-0.060367333811255,0.3078092059459,-0.00995974367304457,0.933067416741794,FALSE,FALSE,"Not significant"
"MRPS14",-0.0414797274621764,0.307809914029265,-0.0414135237944501,0.538476102126163,FALSE,FALSE,"Not significant"
"ATP9A",0.113463507648811,0.307844948866057,-0.131839520155208,0.407786209427665,FALSE,FALSE,"Not significant"
"GPALPP1",-0.0391586697988873,0.307921593672237,-0.0567480052245548,0.356953552359175,FALSE,FALSE,"Not significant"
"ZNF826P",-0.126331524978251,0.308133700830127,-0.173838878179587,0.351567717828683,FALSE,FALSE,"Not significant"
"CDKAL1",-0.032427373248943,0.308348086541857,-0.0344527182726567,0.495572249438354,FALSE,FALSE,"Not significant"
"UBE3C",0.0230955235002979,0.308401869775307,0.0335172056563324,0.34577001285644,FALSE,FALSE,"Not significant"
"BRD7P4",0.0475714483443654,0.308535910429033,0.0569224447857087,0.491616361781423,FALSE,FALSE,"Not significant"
"FSD1L",-0.0715430300502513,0.308535910429033,-0.0845264703722016,0.44955238696243,FALSE,FALSE,"Not significant"
"ABITRAM",0.0328088420685642,0.308535910429033,0.0151243017099718,0.780977747204417,FALSE,FALSE,"Not significant"
"SPDYE6",-0.0760343444613823,0.308637807029077,-0.0674972530438533,0.550908548511469,FALSE,FALSE,"Not significant"
"PATL2",-0.0693037980738446,0.30900444412349,-0.0851564908625456,0.359604097325666,FALSE,FALSE,"Not significant"
"ZBED5-AS1",0.0431163407870936,0.309023827463683,0.0263597093464898,0.711649091806848,FALSE,FALSE,"Not significant"
"OST4",0.050377502401588,0.309076975034559,0.0401130839195495,0.591160798150904,FALSE,FALSE,"Not significant"
"SMIM1",0.223926740720147,0.309222786030845,0.346837102461131,0.30145398043152,FALSE,FALSE,"Not significant"
"LINC00324",0.0361769409557961,0.309306447030555,0.0301666977754199,0.580802236980648,FALSE,FALSE,"Not significant"
"OLIG2",0.172060977127998,0.309306447030555,-0.0116667027475248,0.972142041886592,FALSE,FALSE,"Not significant"
"INPP4B",-0.0775958455508942,0.309346589170749,-0.142190405789811,0.228204709358927,FALSE,FALSE,"Not significant"
"CYTH2",-0.0333565850312066,0.30953239605016,-0.0133855311362745,0.811873680011251,FALSE,FALSE,"Not significant"
"CLEC2D",-0.0489603233949136,0.309609243074797,-0.0924924870510311,0.184277944150627,FALSE,FALSE,"Not significant"
"AL158071.4",-0.12754666584696,0.310043221578519,-0.0625427827179325,0.796071358553528,FALSE,FALSE,"Not significant"
"TNFAIP8",-0.0425136201511463,0.310287458992283,-0.0559945550735159,0.410648533450506,FALSE,FALSE,"Not significant"
"IL12RB2",0.0831140584758933,0.310287458992283,0.0534306425167388,0.681352504286607,FALSE,FALSE,"Not significant"
"AC013470.3",0.0811436616646701,0.310339387534221,0.0856151943443163,0.536569323565996,FALSE,FALSE,"Not significant"
"FAM200B",0.059195359957712,0.310398569373291,0.0438036757853754,0.648660042428489,FALSE,FALSE,"Not significant"
"SLAMF1",-0.0497622520966259,0.310398569373291,-0.0709893267479166,0.331292546807443,FALSE,FALSE,"Not significant"
"MYO1C",-0.060597387752533,0.310413176299049,-0.0144583024090105,0.891621808780448,FALSE,FALSE,"Not significant"
"TTF1",-0.0277575743202858,0.310451987640249,-0.0196671023121132,0.665564103609191,FALSE,FALSE,"Not significant"
"KRT8P46",0.10906623482076,0.310503500962833,0.0722995727753221,0.740793101891615,FALSE,FALSE,"Not significant"
"WDR92",-0.0494358264006133,0.310557123358507,-0.0538897985473359,0.509149584989924,FALSE,FALSE,"Not significant"
"WDR36",-0.040757788135096,0.310715221795098,-0.0555695208060058,0.378718241014406,FALSE,FALSE,"Not significant"
"HLA-DQB1-AS1",0.127086783681584,0.310715221795098,0.067971442388824,0.734253122089215,FALSE,FALSE,"Not significant"
"RFC3",-0.0575286704307777,0.310847092276529,-0.0207531404297929,0.825006844080752,FALSE,FALSE,"Not significant"
"TBL1XR1",0.033718532771353,0.31115905572709,0.0155902221236983,0.78995953222139,FALSE,FALSE,"Not significant"
"COLGALT1",0.0347478651135275,0.31121860064189,0.0336316852462231,0.540014366063576,FALSE,FALSE,"Not significant"
"SHLD3",-0.0953630860754946,0.311304760211611,-0.122553308157737,0.464071301461763,FALSE,FALSE,"Not significant"
"FLYWCH1",-0.0767886797845241,0.311309256225539,-0.0496486462299723,0.665564103609191,FALSE,FALSE,"Not significant"
"ILF2",-0.0342127737822324,0.311331370423083,0.00226024796946336,0.972142041886592,FALSE,FALSE,"Not significant"
"SYNRG",-0.0337336581835372,0.311341985796349,-0.0303271983259721,0.576805144223104,FALSE,FALSE,"Not significant"
"RPS23P8",0.0848989930121212,0.311589529282709,0.110542244574498,0.424103144581635,FALSE,FALSE,"Not significant"
"AC000078.1",-0.114468582519081,0.31162343726107,-0.315076714917304,0.110057549216297,FALSE,FALSE,"Not significant"
"STRIP1",-0.0237833402521106,0.311670452162046,-0.00296711014755014,0.948383707797388,FALSE,FALSE,"Not significant"
"STYX",0.0438358928059581,0.311729081914816,-0.00179981782545892,0.983702627982616,FALSE,FALSE,"Not significant"
"SSBP3",-0.0536262525280815,0.311801492665728,-0.0306783617595619,0.726698185611464,FALSE,FALSE,"Not significant"
"NLRP7",-0.0878558015681762,0.312005429662686,-0.084078652807679,0.541338507607788,FALSE,FALSE,"Not significant"
"EXOSC1",-0.0310000257105823,0.312257343061006,-0.0225702433675628,0.65590335906995,FALSE,FALSE,"Not significant"
"CKS1B",-0.0858898959318242,0.312257343061006,-0.0432008119119816,0.780831643718876,FALSE,FALSE,"Not significant"
"AL590867.2",-0.060092862044991,0.312257343061006,-0.0633866657575461,0.526231556091038,FALSE,FALSE,"Not significant"
"USP27X",-0.0398428047178523,0.312451766231412,-0.0190268520525026,0.795616308002748,FALSE,FALSE,"Not significant"
"AL691447.2",0.121387611982134,0.312625811094431,0.167662053776479,0.403074876632284,FALSE,FALSE,"Not significant"
"DNAJC24",-0.0508724662053771,0.31325549632372,-0.080061179037398,0.315194458334456,FALSE,FALSE,"Not significant"
"SFXN5",-0.0512888372737985,0.31325549632372,-0.0193114900816616,0.821401537926534,FALSE,FALSE,"Not significant"
"ZNF532",-0.0550036093541739,0.31325549632372,-0.0399096844626556,0.656874134718317,FALSE,FALSE,"Not significant"
"TRAV12-2",-0.0967232503537842,0.313414545798216,-0.217134516307025,0.107263745053847,FALSE,FALSE,"Not significant"
"STARD3",0.0343289183459506,0.313552296755499,0.0534744685235176,0.295898674350064,FALSE,FALSE,"Not significant"
"SLC4A7",-0.0694035940773204,0.313659274627378,-0.131655828614934,0.222306769684717,FALSE,FALSE,"Not significant"
"POLR2L",-0.061913971457342,0.313689114706432,-0.00447589736465371,0.968871607350533,FALSE,FALSE,"Not significant"
"GLYR1",0.0290268381691051,0.313689114706432,0.045674861517194,0.321625072529892,FALSE,FALSE,"Not significant"
"WASF4P",0.0730305309284108,0.313714589565347,0.0298948817319964,0.865661986484679,FALSE,FALSE,"Not significant"
"GNG2",-0.0370508619454032,0.313732156592474,-0.0495034509491963,0.367695704428223,FALSE,FALSE,"Not significant"
"ZNF273",-0.0662181718670678,0.314099260612315,-0.0760580825709243,0.476469559591009,FALSE,FALSE,"Not significant"
"MKLN1-AS",0.0527445251921314,0.314172925339473,0.029655661524397,0.753520164146636,FALSE,FALSE,"Not significant"
"FBXO2",0.083725871313267,0.314172925339473,0.0597019970153965,0.652798039312013,FALSE,FALSE,"Not significant"
"TIPIN",-0.0684416006282095,0.314508363600309,-0.0421401920692257,0.724865459903332,FALSE,FALSE,"Not significant"
"AL157786.1",-0.0561228210954517,0.314531535185616,-0.117384560718709,0.164214136233858,FALSE,FALSE,"Not significant"
"TTC1",0.0330502775470338,0.314590387779893,0.0509350858046418,0.272469262607608,FALSE,FALSE,"Not significant"
"ZNF23",-0.0872922228435094,0.314590387779893,-0.11489110101058,0.488729829446838,FALSE,FALSE,"Not significant"
"TBX6",-0.0687602042368231,0.314590387779893,-0.0368453108825156,0.763133209164112,FALSE,FALSE,"Not significant"
"PSKH1",0.0296257407307421,0.314590387779893,0.0233356673002778,0.641707801019312,FALSE,FALSE,"Not significant"
"AC090498.1",-0.132105277839884,0.314590387779893,-0.194832206835269,0.376234012942545,FALSE,FALSE,"Not significant"
"CCNG1",0.0378639351874054,0.314607840287627,0.000695184506911222,0.992240312689,FALSE,FALSE,"Not significant"
"MTMR10",0.0442300041705996,0.314750260942119,0.0445203492857554,0.519470500252941,FALSE,FALSE,"Not significant"
"SLC33A1",-0.0399763445020496,0.314750260942119,-0.042991515207267,0.499881704810524,FALSE,FALSE,"Not significant"
"PPP2R1A",0.040569667605943,0.314750260942119,0.0729654732052708,0.233880369747026,FALSE,FALSE,"Not significant"
"SEC24C",-0.0508197634694578,0.314889747649636,-0.0209080303684149,0.856261619403175,FALSE,FALSE,"Not significant"
"AL035587.1",0.0481419878431001,0.314898759829509,0.0115037040823553,0.88537081018367,FALSE,FALSE,"Not significant"
"TRAV13-1",-0.071062014086926,0.314924918828085,-0.103819638347723,0.476614447298675,FALSE,FALSE,"Not significant"
"NUP50-DT",0.062096950825269,0.314924918828085,0.0781936614944206,0.335261820225962,FALSE,FALSE,"Not significant"
"ORMDL2",0.0356431757170354,0.314955312329664,0.0593846775682223,0.251442910919842,FALSE,FALSE,"Not significant"
"ERC1",-0.044711356638436,0.315217604660134,0.00820465174793065,0.919828957087189,FALSE,FALSE,"Not significant"
"HNRNPC",-0.0317122315818583,0.315217604660134,-0.0250925333598321,0.621865044141992,FALSE,FALSE,"Not significant"
"ZBTB2",0.0218247335828587,0.315318120403483,0.0210710981828761,0.549170769466549,FALSE,FALSE,"Not significant"
"AKT1",-0.038292694570336,0.315506404296535,-0.0523710493833901,0.381120526170332,FALSE,FALSE,"Not significant"
"ANKRD10",-0.0302200024285271,0.315551390039256,-0.0342184881629273,0.460927489810763,FALSE,FALSE,"Not significant"
"TMEM254",0.0363634268937444,0.315551390039256,0.0404054851709291,0.450451389189001,FALSE,FALSE,"Not significant"
"KCTD11",-0.0336170235652115,0.315581318528681,-0.0348543446469842,0.502039616633085,FALSE,FALSE,"Not significant"
"MRPL32",-0.0682172013660317,0.315600987119934,-0.0855849606835513,0.445686118668309,FALSE,FALSE,"Not significant"
"FAM122C",0.0467639590151914,0.315790588634888,0.0250285016941913,0.727333361684867,FALSE,FALSE,"Not significant"
"TM7SF3",0.0225611618620958,0.315997801663146,0.0196564585004657,0.584752643985332,FALSE,FALSE,"Not significant"
"TOR3A",0.035633431403627,0.316363849614105,0.0449174441620259,0.397068855295612,FALSE,FALSE,"Not significant"
"C1orf127",-0.0896477601457329,0.316371530605718,-0.0689619575757015,0.664380585191231,FALSE,FALSE,"Not significant"
"TEF",-0.0456655008473692,0.316668103601631,-0.0516034491292558,0.455706221241508,FALSE,FALSE,"Not significant"
"LINC01801",-0.105739953410121,0.316668103601631,-0.116530798605048,0.5188731855688,FALSE,FALSE,"Not significant"
"AC099522.1",-0.0632825188899128,0.316790780384604,-0.033826109514952,0.750183737513449,FALSE,FALSE,"Not significant"
"ZMIZ1",0.0618028644227928,0.316875483621936,0.0837551252604278,0.384119278777335,FALSE,FALSE,"Not significant"
"THUMPD3",-0.0327563216157317,0.316938126821753,-0.048916241046724,0.321919921759239,FALSE,FALSE,"Not significant"
"DNAJC13",0.044903638707933,0.316958875204628,0.0670926033866303,0.354009415902542,FALSE,FALSE,"Not significant"
"MSNP1",0.0721693380426841,0.317170455907077,0.106113851016,0.448093677659657,FALSE,FALSE,"Not significant"
"AC108925.1",-0.114401304456827,0.317170455907077,-0.136348496372707,0.417935845309835,FALSE,FALSE,"Not significant"
"ESS2",0.0363696838027478,0.317170455907077,0.0633911930168687,0.258068416927594,FALSE,FALSE,"Not significant"
"MAP4K3-DT",0.0654479827478815,0.317199937013912,0.0472805938107556,0.692731092035179,FALSE,FALSE,"Not significant"
"NSMCE1",-0.0368373618936274,0.317417875373353,-0.0119028032724611,0.849489767245034,FALSE,FALSE,"Not significant"
"EPRS1",-0.0330833981713198,0.317466389683425,-0.0157276191255188,0.782851927258411,FALSE,FALSE,"Not significant"
"TIMM29",0.027184370338674,0.317706368294358,0.036978943084892,0.367695704428223,FALSE,FALSE,"Not significant"
"KRBA1",-0.0389076373291577,0.317767345186807,-0.0424238504860158,0.496425467488435,FALSE,FALSE,"Not significant"
"UPB1",0.0909189401925253,0.317980557440361,0.0101292129550595,0.951456444863286,FALSE,FALSE,"Not significant"
"RHOB",-0.0625774164598616,0.318151125264977,-0.0819479731584944,0.392304746915511,FALSE,FALSE,"Not significant"
"SHPK",-0.0520762313408416,0.318260745724242,-0.0199468852334088,0.838485870637012,FALSE,FALSE,"Not significant"
"NAP1L4P1",0.067913477199083,0.318278563035987,0.0622122667948125,0.661775691049279,FALSE,FALSE,"Not significant"
"UBE2N",-0.0379153131840535,0.31839474943979,-0.050731373663787,0.393428496392841,FALSE,FALSE,"Not significant"
"RAD54L",-0.122849069670296,0.318460674997884,0.0162645925774588,0.939991116729318,FALSE,FALSE,"Not significant"
"JMJD4",-0.0420466169262871,0.318479904426403,-0.0206342653789514,0.782851927258411,FALSE,FALSE,"Not significant"
"ATG9B",-0.0687553879802805,0.318569160011078,-0.0230597441709175,0.848436613401127,FALSE,FALSE,"Not significant"
"NUDT1",-0.0602137957090801,0.318684989261416,-0.0217384683064519,0.827603721635351,FALSE,FALSE,"Not significant"
"EMBP1",-0.0527784813007103,0.318684989261416,-0.0878871826899445,0.24397764644412,FALSE,FALSE,"Not significant"
"SLC38A7",0.0377553434648953,0.318717189629895,0.0426441425756615,0.490942406547613,FALSE,FALSE,"Not significant"
"NFKBID",-0.030319123351322,0.318798909268404,-0.014007407158409,0.788574463253111,FALSE,FALSE,"Not significant"
"MRPL4",-0.0407327819661942,0.319477366829926,0.00373041040910535,0.964158923809663,FALSE,FALSE,"Not significant"
"S100A6",0.0744695474421157,0.319488937744035,0.109595805704997,0.309662121025075,FALSE,FALSE,"Not significant"
"ZNF669",0.0439819223042946,0.319597618343,0.0462930511687422,0.523567515872942,FALSE,FALSE,"Not significant"
"CLBA1",-0.0556466434368978,0.319754528327436,-0.0519969123467612,0.585365736821242,FALSE,FALSE,"Not significant"
"ABHD4",0.0516783034278816,0.319845698472594,0.0630078957063844,0.446064896785463,FALSE,FALSE,"Not significant"
"TSN",0.0228774938860454,0.319947900368517,0.0109766133568085,0.793417596178526,FALSE,FALSE,"Not significant"
"RNU4-62P",-0.157547876258712,0.319947900368517,0.0606429787720044,0.780876811849596,FALSE,FALSE,"Not significant"
"SET",0.0261550863217696,0.319947900368517,0.0266639903725127,0.520324953546839,FALSE,FALSE,"Not significant"
"MALSU1",-0.0402027316249143,0.319967532402404,-0.0360043212628435,0.566208903077129,FALSE,FALSE,"Not significant"
"RMND1",-0.0360120487644158,0.320013315882573,-0.0473699480589,0.419316964472865,FALSE,FALSE,"Not significant"
"ARHGAP9",-0.0690455225775883,0.320234543136612,-0.0640912674873924,0.529054177434658,FALSE,FALSE,"Not significant"
"LINC00570",0.18605165658956,0.320551571984701,-0.209413691494893,0.515018461607317,FALSE,FALSE,"Not significant"
"USP14",-0.0307394210638827,0.32058633922489,-0.0521337605553751,0.254207615847271,FALSE,FALSE,"Not significant"
"ZNHIT2",-0.0615664535838805,0.320715236985707,-0.0117637487185279,0.919968067582416,FALSE,FALSE,"Not significant"
"AAMP",-0.0344081488853471,0.320937137102189,0.0111596950641913,0.856132241588583,FALSE,FALSE,"Not significant"
"TRPC4AP",0.0347632013142253,0.321184400504071,0.0510629153565364,0.332834248976876,FALSE,FALSE,"Not significant"
"TTC38",-0.0714444898686258,0.321184400504071,-0.0596325573484592,0.583568728496655,FALSE,FALSE,"Not significant"
"COPS7A",0.0285582360223882,0.321184400504071,0.0526574223251891,0.229624672738986,FALSE,FALSE,"Not significant"
"Z82243.1",0.0840380373337588,0.321184400504071,0.0484140132034983,0.758976554744055,FALSE,FALSE,"Not significant"
"SH3PXD2B",0.124639369292391,0.321184400504071,0.0437595264761842,0.849246686878521,FALSE,FALSE,"Not significant"
"TMEM38A",0.0792272506603209,0.321184400504071,0.12653656465199,0.23686629460545,FALSE,FALSE,"Not significant"
"AC007278.1",0.14518510808804,0.321184400504071,0.0146172829688979,0.962262533763268,FALSE,FALSE,"Not significant"
"AL683813.2",0.0638127096835493,0.321184400504071,0.0269317688895267,0.825995672337465,FALSE,FALSE,"Not significant"
"API5P1",0.0455160212395701,0.321202929522281,0.0396312707602137,0.646052485123713,FALSE,FALSE,"Not significant"
"ATXN10",-0.0274432177348297,0.32121279618748,-0.0118380941707728,0.803624202954978,FALSE,FALSE,"Not significant"
"HNRNPM",-0.0343355239391797,0.321222878689885,0.00466772629154963,0.943355727811764,FALSE,FALSE,"Not significant"
"FBXO30",0.0492226620323668,0.321222878689885,0.0377740262154576,0.640998458541049,FALSE,FALSE,"Not significant"
"HNRNPUL1",0.0377386575338634,0.321237737012757,0.0682756496325582,0.255637498969614,FALSE,FALSE,"Not significant"
"FAM49A",0.04663831463264,0.321468596855268,0.0607586894100049,0.39980180120783,FALSE,FALSE,"Not significant"
"ARHGEF40",-0.0861909942349681,0.321515397346955,-0.0588886814318595,0.680173673422544,FALSE,FALSE,"Not significant"
"SNX32",0.0643475335908394,0.321820304147976,-0.0213335137115021,0.848008577413748,FALSE,FALSE,"Not significant"
"C11orf24",-0.038314475090877,0.321927101505842,0.00749624394087183,0.912419415055195,FALSE,FALSE,"Not significant"
"TPTEP1",0.134966236686472,0.322022719612491,0.0653436360824018,0.75859686394114,FALSE,FALSE,"Not significant"
"SLC36A4",0.0466573978345954,0.32203809250836,0.0346399009125403,0.655881517598288,FALSE,FALSE,"Not significant"
"POLR2D",0.0281343088423447,0.322067031670583,0.0369654925388941,0.369430166424515,FALSE,FALSE,"Not significant"
"ELOA-AS1",-0.0640267983033574,0.32223736441781,-0.0456308729547684,0.700736691359786,FALSE,FALSE,"Not significant"
"ATRAID",-0.0334543586565649,0.322468422070416,-0.0195328943831571,0.732134275206069,FALSE,FALSE,"Not significant"
"BICRA",0.0428678910747316,0.322627318630284,0.0551229776037519,0.425145867697977,FALSE,FALSE,"Not significant"
"AC244669.1",0.065544709679544,0.322638348618927,0.053206351699122,0.632722101995651,FALSE,FALSE,"Not significant"
"IGLV4-69",0.184562605252091,0.322660560171358,0.0860087559567936,0.771657711138176,FALSE,FALSE,"Not significant"
"RWDD3",-0.0748928888504107,0.32274693816911,-0.100215716241,0.412024468230371,FALSE,FALSE,"Not significant"
"PURB",0.038504872147558,0.322762363339752,0.020240694983214,0.77530683978293,FALSE,FALSE,"Not significant"
"SLC25A36",-0.0544613781091337,0.32290467938447,-0.0915348938297406,0.289160849789176,FALSE,FALSE,"Not significant"
"LEF1",-0.0647524853492885,0.322932764205212,-0.0868511920164707,0.373914724692508,FALSE,FALSE,"Not significant"
"TRBV12-3",0.0758089784750382,0.322932764205212,0.0920823810384579,0.442685000389318,FALSE,FALSE,"Not significant"
"ZNF668",0.0584062523812226,0.322932764205212,0.0704821893261596,0.614611820878656,FALSE,FALSE,"Not significant"
"ZXDC",0.0302692206237279,0.322936941642398,0.0324488683956597,0.480632608339689,FALSE,FALSE,"Not significant"
"ZNF839",0.0339734655843779,0.322960042758474,0.0211106131437532,0.738882679467324,FALSE,FALSE,"Not significant"
"SPTSSB",-0.109539474843431,0.323046466143921,-0.152758894093793,0.355544202679237,FALSE,FALSE,"Not significant"
"SINHCAF",-0.0431521748920234,0.323250798404514,-0.0636247699229231,0.351567717828683,FALSE,FALSE,"Not significant"
"RAB11FIP5",-0.0657295354727723,0.323525486674806,-0.0537903001955121,0.600386911800026,FALSE,FALSE,"Not significant"
"GAL3ST4",-0.0658673334179797,0.323536694430154,-0.0787979384498659,0.422524035972372,FALSE,FALSE,"Not significant"
"PGPEP1",0.0398015335562339,0.323596508461593,0.0198152305595681,0.745050407751433,FALSE,FALSE,"Not significant"
"TEC",0.0649076902085759,0.323619398891638,0.0626268713133649,0.518846457504623,FALSE,FALSE,"Not significant"
"CCDC92",-0.0377571158947167,0.323619398891638,-0.0255513262756396,0.690555474360767,FALSE,FALSE,"Not significant"
"NBEAL2",0.0607087789934005,0.323671744095572,0.0565304277610255,0.573310704562682,FALSE,FALSE,"Not significant"
"RNF112",-0.0710736998169007,0.323671744095572,-0.0720454217694497,0.536671678089644,FALSE,FALSE,"Not significant"
"HSPB1",-0.0649812550534929,0.323769038036215,-0.0502875170934917,0.636453842770944,FALSE,FALSE,"Not significant"
"ATP5PD",-0.0432692852326726,0.323845201678156,-0.0538222057374824,0.407877505766198,FALSE,FALSE,"Not significant"
"INPP5F",-0.0350733974665082,0.323861294277403,-0.0429093291743275,0.440506332392456,FALSE,FALSE,"Not significant"
"SLFN12",0.0748835870830444,0.323974447373569,0.0579117659516318,0.607422223446396,FALSE,FALSE,"Not significant"
"RPL34P34",-0.186276164423822,0.323989381576163,-0.350543893338516,0.317467325324052,FALSE,FALSE,"Not significant"
"CFAP20",-0.0279679161274182,0.324117098705409,0.00477824125671752,0.926482514562464,FALSE,FALSE,"Not significant"
"PHACTR1",0.060090140940205,0.324120487183412,0.0447613535500359,0.633518231153897,FALSE,FALSE,"Not significant"
"MYL6B",0.0680405300818209,0.324132312987088,0.118231387871466,0.21240207657517,FALSE,FALSE,"Not significant"
"ATPAF2",-0.0347346931008724,0.324158195955598,-0.0145362484113439,0.80953074339546,FALSE,FALSE,"Not significant"
"FBN2",0.0921743970655516,0.324158195955598,0.109812508780334,0.44270715908941,FALSE,FALSE,"Not significant"
"SSX2IP",-0.0575885951292439,0.324318819730688,-0.0813696205812666,0.373786120913845,FALSE,FALSE,"Not significant"
"NOC4L",-0.0535044997312467,0.324348357393494,-0.0106548167932301,0.91256226509402,FALSE,FALSE,"Not significant"
"QRICH2",-0.0619191803609337,0.32457882608465,-0.0281146073823024,0.794669715942495,FALSE,FALSE,"Not significant"
"AC090971.4",0.0811841487391186,0.32457882608465,0.0161362952368925,0.920387765905332,FALSE,FALSE,"Not significant"
"MEF2D",-0.0350009157712595,0.324583433985815,-0.00106443397122496,0.988001756100197,FALSE,FALSE,"Not significant"
"AL049873.1",-0.179137724969412,0.324583433985815,-0.248717756943119,0.430936315689411,FALSE,FALSE,"Not significant"
"IGHV4-55",-0.18834292617723,0.324583433985815,0.10251760932354,0.752095766867741,FALSE,FALSE,"Not significant"
"C18orf32",0.0377336878431449,0.324621022098032,0.0276037612911217,0.656874134718317,FALSE,FALSE,"Not significant"
"AC009093.6",-0.0753537875850996,0.324640529579425,-0.0484098798608562,0.724865459903332,FALSE,FALSE,"Not significant"
